,smiles,logP
198124,CC(=O)Nc1cccc(Br)c1,2.31
198176,CCC1(CC)C(=O)NC(=S)NC1=O,1.5
198503,CCOCCOCCO,-0.54
198519,c1ccc2n[se]nc2c1,1.64
198666,OCc1ccc2ccccc2c1,2.21
198748,O=[N+]([O-])c1cccc(-c2ccccc2)c1,3.87
198858,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,5.8
198932,Cc1ccc2ccc3ccccc3c2c1,5.15
199137,CN(C)c1ccc(C#N)cc1,2.2
199888,O=NN(CCCl)C(=O)NCCCl,1.53
200713,NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,0.66
200919,Cc1ccnnc1,-0.32
200965,Brc1nc(Br)c(Br)[nH]1,1.96
201003,CN(C)/N=N/c1cccc(C(F)(F)F)c1,3.78
201006,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.5
201534,O=C1CCCCC1C1=CCCCC1,3.17
201751,O=[N+]([O-])c1cc(Cl)ccc1O,2.46
201935,N#Cc1c(Cl)cccc1Cl,2.74
202026,COc1ccc2[nH]ccc2c1,2.06
202042,c1cc2nc[nH]c2cn1,0.3
202102,O=C(O)COc1ccc(C2CCCCC2)cc1,3.79
202324,Cc1ccc2[nH]ccc2c1,2.68
202425,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.27
202821,NC(=O)c1ccc(O)cc1,0.33
202933,NC(=O)c1ccccn1,0.15
203343,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,0.47
203394,OCc1cccnc1,-0.02
203396,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,2.72
203644,O=C1C=CC(=O)C(Cl)=C1,0.84
203950,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,5.21
204034,C1C2CC3CC1CC(C2)C3,4.24
204064,COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(C)=O)CC2,1.0
204223,O=[N+]([O-])c1cc(F)ccc1F,1.86
204279,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.35
206506,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC,6.29
207765,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.89
209579,CCOC(=O)CCCO,0.43
211000,CCOC(=O)/C=C/c1ccc(O)c(O)c1,2.56
211202,COC(=O)CC(=O)OC,-0.05
215393,c1cncc(CN2CCCC2)c1,1.1
216004,Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,2.61
221238,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4.0
225116,CCOc1cccc2cccnc12,2.25
226290,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,2.02
229758,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,2.8
229759,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,4.15
231141,Cc1oc2ccccc2c(=O)c1C,2.31
